ListingKey,ListingNumber,ListingCreationDate,ListingCreationTime,AMPM,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
961635532103874642B57CF,612901,7/16/12,3:43:28,PM,Past Due (61-90 days),,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,E,1,1,VA,Skilled Labor,Employed,32,FALSE,FALSE,,7/16/12 15:43,640,659,1/1/92 0:00,6,6,37,3,58,2,12,1,0,15,1,0,1047,1,0,33,0.78,2,0.2,"$25,000-49,999",TRUE,3166.666667,A5623656675218976A14AA8,1,9,9,0,0,3500,2868.89,-1,75,,20,70956,4000,7/25/12 0:00,Q3 2012,C560351670864278624F2A9,169.78,2854.92,1111.71,1743.21,-39.63,-171.24,0,0,0,1,0,0,0,43
766535650542478669C928A,681849,12/3/12,1:52:19,PM,FinalPaymentInProgress,,0.32321,0.2962,0.2862,0.261,0.1275,0.1335,2,E,2,1,MD,Analyst,Employed,373,TRUE,FALSE,,12/3/12 13:52,640,659,6/1/91 0:00,15,12,25,10,566,4,10,1,162,0,1,0,18932,0.69,7232,23,0.95,5,0.14,"$75,000-99,999",TRUE,8249.083333,440C36686289992322E4006,1,1,1,0,0,7000,0.01,-91,0,,15,78507,2000,12/5/12 0:00,Q4 2012,6FB03548136991818678310,64.24,899.36,243.63,655.73,-22.14,0,0,0,0,1,0,0,0,26
679C35424498035794A3B36,570494,3/20/12,9:01:05,PM,FinalPaymentInProgress,,0.17359,0.1449,0.1349,0.1326,0.042,0.0906,5,B,5,7,IL,Clerical,Employed,51,FALSE,FALSE,,3/16/12 13:57,720,739,10/6/05 0:00,2,2,4,2,50,1,1,0,0,0,0,0,438,0.12,3162,3,1,0,0.24,"$1-24,999",TRUE,1666.666667,570E3646466198670274739,1,1,1,0,0,5000,0,2,0,,24,62828,10000,3/29/12 0:00,Q1 2012,BBCA3494787559800A58F15,344.16,11243.2,9305.3,1937.9,-133.74,0,0,0,0,1,0,0,0,140
7506355120669050132B9D7,603239,6/23/12,11:38:04,AM,Past Due (1-15 days),,0.26681,0.2287,0.2187,0.2134,0.099,0.1144,3,D,2,7,CA,Waiter/Waitress,Employed,20,FALSE,FALSE,,6/23/12 11:38,700,719,6/19/07 0:00,2,2,11,2,30,1,2,0,0,0,0,0,438,0.87,62,2,1,0,0.27,"$1-24,999",TRUE,1250,0CA43653879569680DA44B2,1,1,1,0,0,2500,0,-1,10,,21,68962,2500,6/29/12 0:00,Q2 2012,A17F354132504257356DE36,96.6,1820.4,1042.04,778.36,-29.29,-49.26,0,0,0,1,0,0,0,29
057F35622200928931A6FFC,660247,10/24/12,2:19:38,PM,Past Due (1-15 days),,0.18637,0.1628,0.1528,0.1464,0.0399,0.1065,6,A,6,1,FL,Clerical,Employed,62,FALSE,FALSE,,10/24/12 14:19,740,759,4/16/99 0:00,11,9,22,7,342,1,1,0,0,0,0,0,7852,0.43,8595,20,1,0,0.51,"$25,000-49,999",TRUE,2666.666667,2ED33665633171358AEF758,1,33,33,0,0,4000,372.23,-5,5,,16,77398,10000,11/5/12 0:00,Q4 2012,5F403470665741017EB3A61,244.67,3670.05,1797.98,1872.07,-115,0,0,0,0,1,0,1,95,185
982E35592479877416489D1,650390,10/6/12,10:01:08,AM,Past Due (16-30 days),,0.26528,0.2272,0.2172,0.2,0.0975,0.1025,3,D,4,2,WV,Accountant/CPA,Employed,2,FALSE,TRUE,BA20339049003131177064E,9/30/12 12:19,640,659,3/7/07 0:00,13,11,16,7,437,0,8,0,0,0,0,0,12389,0.93,636,15,1,0,0.43,"$50,000-74,999",TRUE,4166.666667,D1E336642985274162DF6A0,1,9,9,0,0,4000,3320.64,-37,26,,17,76141,11000,10/12/12 0:00,Q4 2012,39543392972258211778F85,424.2,6348,3431.62,2916.38,-124.61,-288.45,0,0,0,1,0,0,0,127
F855354361158248660274D,577553,4/11/12 0:00,3:12:00,PM,FinalPaymentInProgress,,0.11766,0.0899,0.0799,0.0797,0.02,0.0597,6,A,9,18,MA,Professional,Full-time,87,FALSE,FALSE,,4/10/12 14:21,660,679,12/1/90 0:00,10,10,39,8,626,0,3,0,0,16,1,0,17008,0.66,8638,39,0.71,0,0.14,"$100,000+",TRUE,10000,856E3648391804465ADCB7D,4,89,89,0,0,28601,13069.36,-2,0,,23,63614,2500,4/13/12 0:00,Q2 2012,DF2F33750081873969C0B9C,79.49,1748.78,1446.64,302.14,-33.59,0,0,0,0,1,0,0,0,31
765D35776744042620BCE38,764928,4/30/13,7:38:48,PM,Past Due (1-15 days),,0.25371,0.2159,0.2059,0.1903,0.0899,0.1004,4,C,2,1,MD,Psychologist,Employed,26,FALSE,FALSE,,4/30/13 19:38,680,699,7/27/01 0:00,7,7,13,3,311,0,12,0,0,0,0,0,6753,1.03,0,13,0.92,0,0.49,"$25,000-49,999",TRUE,3833.333333,591A3680711642737960EC5,2,45,45,0,0,8500,0.01,30,4,,10,89696,10000,5/6/13 0:00,Q2 2013,41D5343175872587417AFBB,379.79,3418.11,1920.98,1497.13,-69.34,0,0,0,0,1,0,0,0,129
058F35456937559568FAF8F,582058,4/24/12,12:57:05,PM,Past Due (1-15 days),,0.35838,0.3304,0.3204,0.3057,0.149,0.1567,2,E,2,3,NY,Accountant/CPA,Employed,141,TRUE,FALSE,,4/24/12 12:57,640,659,8/22/95 0:00,26,21,60,18,2588,11,22,0,0,0,0,0,237733,0.98,4851,52,1,2,0.11,"$100,000+",TRUE,20833.33333,661736497955515040E3D1D,1,1,0,1,0,4000,0,-33,11,,23,64610,4000,4/27/12 0:00,Q2 2012,8B413510899466372B800C5,136.98,2861.58,656.48,2205.1,-53.52,-23.29,0,0,0,1,0,0,0,8
6201356129577689267B0E5,661089,10/26/12,7:23:23,PM,Past Due (91-120 days),,0.35797,0.3177,0.3077,0.2799,0.1625,0.1174,1,HR,3,1,FL,Professional,Full-time,59,FALSE,FALSE,,10/26/12 19:23,600,619,11/1/85 0:00,8,8,34,8,329,1,7,0,0,1,1,0,8793,0.77,1773,31,0.54,0,0.19,"$25,000-49,999",TRUE,3750,88413667040658334F43222,3,54,54,0,0,12900,7122.64,-41,103,,16,78470,4000,11/27/12 0:00,Q4 2012,BC4333652312485913F79AC,173.71,1910.81,855.72,1055.09,-33.21,0,0,0,0,1,0,0,0,22
F99C35314951506727EC99B,541315,11/28/11,12:46:46,AM,Past Due (61-90 days),,0.2924,0.2537,0.2437,0.2377,0.105,0.1327,3,D,3,1,CA,Other,Full-time,81,FALSE,FALSE,,11/28/11 0:46,660,679,10/1/00 0:00,7,7,17,5,144,3,11,1,25,0,1,0,3228,0.58,1647,16,0.81,1,0.2,"$25,000-49,999",TRUE,2970.833333,5D523635352430159C153CB,2,44,44,0,0,9750,3255.53,15,70,,28,56824,7500,11/30/11 0:00,Q4 2011,C2893416661890615F0930C,299.67,7192.08,4350.33,2841.75,-112.01,0,0,0,0,1,0,0,0,8
2DA93543066122111A98D8F,570968,3/22/12,10:50:09,AM,Past Due (91-120 days),,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,E,1,1,VA,Administrative Assistant,Employed,42,TRUE,FALSE,,3/14/12 6:35,680,699,3/6/87 0:00,23,18,64,10,1267,2,7,0,0,0,0,0,43214,0.81,5040,58,1,2,0.37,"$100,000+",TRUE,12156.66667,EE4F3647381710416F0045E,2,53,53,0,0,17500,4681.7,10,104,,24,62534,4000,3/26/12 0:00,Q1 2012,6CCD34185569045897A08DF,169.78,3225.82,1666.87,1558.95,-51.98,0,0,0,0,1,0,0,0,26
06A13561090639864820EDE,655739,10/17/12,4:35:21,PM,Past Due (16-30 days),,0.28848,0.2624,0.2524,0.232,0.1025,0.1295,3,D,2,12,CO,Truck Driver,Self-employed,8,FALSE,FALSE,,10/17/12 16:30,680,699,9/10/94 0:00,5,5,27,2,50,9,11,0,0,28,1,0,248,0.19,1052,21,0.85,0,,"$100,000+",FALSE,11333.33333,0CCA36643931151244B5C3B,1,7,7,0,0,15000,13870.72,-55,16,,17,76519,11129,10/22/12 0:00,Q4 2012,22BB353767073953266CC62,334.79,5006.85,1578.3,3428.55,-130.68,0,0,0,0,1,0,0,0,154
2D3E35552021034745DE1C5,629246,8/26/12,1:01:50,PM,Past Due (1-15 days),,0.24302,0.2181,0.2081,0.2032,0.0624,0.1408,4,C,5,7,NC,Other,Full-time,65,FALSE,FALSE,,8/26/12 13:01,680,699,10/1/89 0:00,27,25,55,21,2004,1,4,0,0,0,0,0,52429,0.74,16920,55,1,0,0.57,"$50,000-74,999",TRUE,5000,BE0E3660930273221439085,1,9,9,0,0,7000,5809.08,-18,10,,19,73246,9039,8/28/12 0:00,Q3 2012,0B613365663373510A256A8,248.67,4227.39,1658.69,2568.7,-117.77,0,0,0,0,1,0,0,0,11
62B9357650724545403FF53,749752,4/10/13,7:15:16,PM,Past Due (91-120 days),,0.19364,0.1699,0.1599,0.1512,0.0549,0.0963,5,B,4,6,UT,Computer Programmer,Employed,37,TRUE,FALSE,,4/1/13 12:18,740,759,7/17/80 0:00,14,13,48,8,474,2,17,0,0,0,0,0,16607,0.25,49693,44,0.97,2,0.39,"$50,000-74,999",TRUE,4833.333333,94F43679753241713036284,1,6,4,2,0,9500,9122.51,-60,112,,11,88559,13750,4/18/13 0:00,Q2 2013,731F355684853938546D049,341.65,2169.07,154.66,2014.41,-21.45,-373.84,0,0,0,1,0,0,0,1
5F793547768987338F31BB2,593392,5/27/12,3:37:43,PM,Past Due (1-15 days),,0.12427,0.0964,0.0864,0.0862,0.02,0.0662,6,A,8,2,CT,Skilled Labor,Employed,304,TRUE,FALSE,,5/27/12 15:37,660,679,4/8/98 0:00,9,8,17,3,141,1,2,0,0,10,0,0,3369,0.44,4131,16,0.68,1,0.18,"$25,000-49,999",TRUE,4141.666667,120A3651296394616E58B24,1,6,5,1,0,6000,5205.7,-116,9,,21,67184,5500,6/1/12 0:00,Q2 2012,249535315693435234F8C0F,176.54,3471.24,2622.15,849.09,-75.59,-224.27,0,0,0,1,0,0,0,71
5AFC3550090354650910A63,605080,6/27/12,1:47:40,PM,Past Due (1-15 days),,0.20705,0.183,0.173,0.17,0.042,0.128,5,B,7,13,NJ,Administrative Assistant,Employed,68,FALSE,FALSE,,6/27/12 13:47,720,739,11/8/94 0:00,20,11,41,10,314,0,4,0,0,0,1,0,5970,0.46,5104,38,0.89,3,0.19,"$50,000-74,999",TRUE,4583.333333,1A5536555219431670290D1,1,25,25,0,0,2500,928.29,84,1,,20,69237,7000,7/9/12 0:00,Q3 2012,B8E43483481727433F02E72,178.9,3399.1,1514.65,1884.45,-90.73,-43.82,0,0,0,1,0,0,0,13
6F51354541672148586FECC,582697,4/25/12,3:23:30,PM,Past Due (16-30 days),,0.24702,0.222,0.212,0.207,0.065,0.142,4,C,4,2,IN,Nurse (RN),Employed,55,TRUE,FALSE,,4/25/12 9:11,660,679,11/1/95 0:00,18,18,41,16,956,1,14,0,0,23,0,0,14161,0.41,291,39,0.94,1,0.25,"$50,000-74,999",TRUE,5250,C03E3649789684709023860,1,35,35,0,0,2000,0,-6,28,,22,65288,10000,5/10/12 0:00,Q2 2012,977C3399856788276E20B06,277.33,5561.6,1928.88,3632.72,-135.57,-210.79,0,0,0,1,0,0,0,163
FF4535586314042801F3777,643424,9/22/12,7:47:49,AM,Past Due (1-15 days),,0.29464,0.2684,0.2584,0.252,0.1025,0.1495,3,D,5,2,NC,Other,Full-time,203,TRUE,FALSE,,9/22/12 7:47,620,639,12/1/89 0:00,13,12,26,10,244,0,2,0,0,13,0,0,2771,0.7,384,22,0.9,7,0.31,"$25,000-49,999",TRUE,3964.083333,BB5F366154689599996DC97,1,9,9,0,0,3000,2384.76,-63,11,,18,74994,13000,9/27/12 0:00,Q3 2012,2616346010703893937206E,395.72,6331.52,1964.2,4367.32,-146.41,-31.66,0,0,0,1,0,0,0,94
7C153559471027290DDDF63,652885,10/11/12,6:10:59,AM,Past Due (61-90 days),,0.34045,0.3006,0.2906,0.2643,0.1475,0.1168,2,E,3,1,OH,Analyst,Employed,135,TRUE,FALSE,,10/11/12 6:10,620,639,5/22/03 0:00,6,7,10,4,418,0,3,1,103,0,0,0,13294,0.98,366,9,0.88,0,0.34,"$50,000-74,999",TRUE,5000,39083664906200153AFA9CC,1,9,9,0,0,7500,6214.47,-69,85,,17,76207,4000,10/15/12 0:00,Q4 2012,5A833533378905343647EC1,169.94,2134.22,887.92,1246.3,-39.96,-71.38,0,0,0,1,0,0,0,83
1413351002375164502AEF9,496192,3/1/11,10:57:11,AM,Past Due (91-120 days),,0.25424,0.2199,0.2099,0.2048,0.098,0.1068,3,D,7,6,GA,Other,Full-time,70,FALSE,FALSE,,3/1/11 10:57,620,639,7/8/94 0:00,7,6,28,5,197,0,0,0,0,0,0,0,6143,0.99,19,22,0.77,0,0.13,"$50,000-74,999",TRUE,5333.333333,858C3612891795217D82CA1,2,68,64,4,0,6000,107.95,30,91,,36,47663,2000,3/9/11 0:00,Q1 2011,76B233819505860398A9FA1,76.37,2483.1,1615.78,867.32,-33.74,-62.17,0,0,0,1,0,0,0,33
C1393515351441456580101,506716,5/14/11,3:18:00,PM,Past Due (31-60 days),,0.32576,0.2899,0.2799,0.2671,0.13,0.1371,2,E,3,2,GA,Food Service Management,Employed,67,FALSE,FALSE,,5/14/11 15:17,600,619,6/9/06 0:00,17,15,18,12,381,3,7,0,0,0,0,0,9374,0.69,2940,18,1,0,,"$25,000-49,999",FALSE,2833.333333,4EC936192818229356324AD,1,11,11,0,0,5000,3876.95,-96,45,,34,49540,4800,5/24/11 0:00,Q2 2011,81AB34824895120582BAC72,201.12,6249.72,3872.26,2377.46,-81.87,0,0,0,0,1,0,0,0,65
C5E735799522129157873B6,783424,5/20/13,7:04:31,AM,Past Due (1-15 days),,0.19364,0.1699,0.1599,0.1512,0.0549,0.0963,5,B,5,1,MN,Other,Other,1,TRUE,FALSE,,5/20/13 7:04,780,799,8/1/89 0:00,6,6,25,2,105,0,3,0,0,30,0,0,2687,0.22,9006,24,0.87,0,,"$25,000-49,999",FALSE,2500,6BE9368371305028698E940,2,15,13,2,0,25000,13574.8,51,14,,10,91385,4000,5/24/13 0:00,Q2 2013,E24135348290608245BC681,99.39,795.12,356.33,438.79,-25.82,0,0,0,0,1,0,0,0,1
D0ED35555130572148E97DB,622968,8/11/12,2:10:48,PM,Past Due (91-120 days),,0.25789,0.2326,0.2226,0.2173,0.0724,0.1449,4,C,3,15,ID,Professional,Employed,1,TRUE,FALSE,,8/11/12 14:10,700,719,4/29/84 0:00,7,7,16,4,266,4,16,0,0,14,5,0,6928,0.97,118,14,0.64,0,0.15,"$50,000-74,999",TRUE,5833.333333,7EBC36598951850532F5F0F,2,44,44,0,0,6600,2100.68,24,114,,19,72132,4800,8/16/12 0:00,Q3 2012,A5B434064715324637D1DBE,136.03,1964.42,361.81,1602.61,-38.5,0,0,0,0,1,0,0,0,9
1.62E+22,687603,12/17/12,8:35:14,AM,FinalPaymentInProgress,,0.17754,0.1414,0.1314,0.1252,0.0449,0.0803,5,B,6,1,CO,Clergy,Employed,31,TRUE,TRUE,,12/17/12 8:35,680,699,10/7/88 0:00,11,11,26,9,308,1,2,0,0,0,3,0,8266,0.69,3684,21,0.95,0,0.41,"$25,000-49,999",TRUE,3333.333333,96F13671151637396642B09,3,54,53,1,0,18000,8915.8,25,0,,15,79889,13500,12/27/12 0:00,Q4 2012,8390338394388603241DA29,462.32,6472.48,4582.63,1889.85,-133.65,0,0,0,0,1,0,0,0,157
FCC0357707574350805DE8D,760807,4/25/13,12:30:34,AM,Past Due (1-15 days),,0.23462,0.2099,0.1999,0.1864,0.0749,0.1115,4,C,3,2,TX,Skilled Labor,Employed,198,FALSE,FALSE,,4/17/13 1:19,680,699,7/1/81 0:00,3,4,34,3,34,1,4,1,317,3,1,0,19,0,0,33,0.78,1,0.15,"$25,000-49,999",TRUE,3697.333333,2B6836814531069048C8CF8,1,9,9,0,0,4000,3322.99,3,12,,11,88902,6800,4/26/13 0:00,Q2 2013,449B3551058772156C4DC82,183.92,1655.28,452.47,1202.81,-35.72,-93.81,0,0,0,1,0,0,0,79
9F9A353574283243371053F,550655,1/11/12,6:06:26,AM,Past Due (91-120 days),,0.34998,0.3099,0.2999,0.2861,0.149,0.1371,2,E,1,1,KY,Other,Employed,17,FALSE,FALSE,,1/11/12 6:06,640,659,6/21/00 0:00,9,2,25,2,111,5,7,0,0,0,0,0,0,0,0,19,0.68,1,0.67,"$1-24,999",TRUE,1833.333333,A15A3640563550998A68648,1,8,8,0,0,6000,5042.41,-83,104,,26,59492,4000,1/26/12 0:00,Q1 2012,D7103513148216530264B08,171.98,3611.58,1609.02,2002.56,-59.78,-115.25,0,0,0,1,0,0,0,90
93CB357413950144186EF20,736216,3/23/13,8:53:18,PM,Past Due (1-15 days),,0.13697,0.1089,0.0989,0.0956,0.0299,0.0657,6,A,8,2,MN,Skilled Labor,Employed,420,TRUE,FALSE,,3/23/13 20:50,740,759,12/2/97 0:00,6,6,25,7,59,1,4,0,0,0,0,0,834,0.06,11166,21,1,2,0.14,"$50,000-74,999",TRUE,5416.666667,C2B936782746528537B3964,1,8,8,0,0,7500,6800.63,-31,12,,12,86817,2500,3/26/13 0:00,Q1 2013,DFA33551488762521CAA86A,81.72,817.2,592.69,224.51,-20.61,0,0,0,0,1,0,0,0,55
2FAA3552295133936BE5D1C,616322,7/24/12,6:46:47,PM,Past Due (1-15 days),,0.24682,0.2218,0.2118,0.2068,0.0649,0.1419,4,C,5,1,NM,Accountant/CPA,Employed,342,TRUE,FALSE,,7/24/12 18:46,680,699,3/23/81 0:00,15,13,45,10,868,0,4,1,111,0,0,0,44941,0.8,9656,43,0.93,0,0.33,"$100,000+",TRUE,9988.25,4DB13657923538024383BCE,1,2,2,0,0,7500,0,-1,10,,20,71596,15000,7/31/12 0:00,Q3 2012,3F323523946293423A581E9,415.82,7424.76,2660.03,4764.73,-212.95,-102.76,0,0,0,1,0,0,0,8
C3B23526456682725723535,528178,9/19/11,11:47:57,AM,Past Due (31-60 days),,0.27467,0.2399,0.2299,0.2243,0.1,0.1243,3,D,2,1,NV,Attorney,Employed,94,TRUE,FALSE,,9/19/11 11:47,680,699,12/1/91 0:00,18,11,47,7,1148,1,9,0,0,0,0,0,195495,1,18,40,0.85,0,0.29,"$100,000+",TRUE,13145.83333,9CAE3630155833132B3903D,1,17,17,0,0,1100,621.61,-11,43,,30,53671,4500,9/26/11 0:00,Q3 2011,215934773490588358A51D0,176.52,4766.04,3039.45,1726.59,-72,0,0,0,0,1,0,0,0,29
4F5D358971287117555B101,911053,9/19/13,12:36:14,AM,Past Due (1-15 days),,0.20268,0.166,0.156,0.14661,0.0624,0.08421,4,C,8,1,NY,Skilled Labor,Employed,30,FALSE,FALSE,,9/19/13 0:36,680,699,9/25/98 0:00,10,9,19,6,408,0,5,0,0,0,0,0,13797,0.89,1385,19,1,0,0.37,"$25,000-49,999",TRUE,3208.333333,D63D3694544943742C9A759,1,16,14,2,0,3000,2037.21,,13,,6,103426,5000,9/25/13 0:00,Q3 2013,71A43545417715961D39DAB,177.27,706.806,440.8,266.006,-16.16,0,0,0,0,1,0,0,0,1
F51835160886776683D1087,507566,5/18/11,2:44:15,PM,Past Due (1-15 days),,0.22362,0.1899,0.1799,0.1757,0.061,0.1147,4,C,7,7,TX,Accountant/CPA,Employed,50,TRUE,FALSE,,7/22/11 7:22,700,719,1/26/04 0:00,9,8,24,3,83,1,2,0,0,0,0,0,2059,0.19,8016,19,1,1,0.34,"$25,000-49,999",TRUE,3333.333333,EF96362567470574585C0CF,1,8,8,0,0,5000,3988.53,-48,11,,32,51720,13000,7/27/11 0:00,Q3 2011,8DA734990875060973B7990,476.46,14341.44,10130.21,4211.23,-216.72,-330.6,0,0,0,1,0,0,0,93
80FF35360307599456E5C2D,546767,12/26/11,12:45:02,PM,Past Due (1-15 days),,0.16487,0.1465,0.1365,0.136,0.02,0.116,6,A,8,1,NY,Professional,Employed,17,FALSE,FALSE,,12/26/11 12:44,640,659,6/8/92 0:00,8,8,22,4,28,1,7,0,0,2,0,0,307,0.25,893,16,0.93,0,0.12,"$100,000+",TRUE,11416.66667,A0BE36399230846901F4873,3,89,75,14,0,13548,3226.03,39,7,,26,58454,21500,1/3/12 0:00,Q1 2012,C8183365868949358F16658,507.54,12598.5,6837.84,5760.66,-384.54,-213.16,0,0,0,1,0,0,0,238
30C73567701593600341B17,691832,1/1/13,4:43:07,AM,Past Due (1-15 days),,0.3179,0.2786,0.2686,0.2447,0.1325,0.1122,2,E,3,1,MI,Other,Other,74,FALSE,FALSE,,1/1/13 4:42,620,639,1/2/93 0:00,3,3,37,2,32,0,6,17,48150,3,0,0,519,0.34,981,18,0.38,0,0.11,"$1-24,999",TRUE,1656,DD87366998032642818C034,1,9,9,0,0,2000,497.24,-39,7,,14,80287,2000,1/3/13 0:00,Q1 2013,512E3541270060817CB3A08,82.58,1271.04,794.33,476.71,-12.91,0,0,0,0,1,0,0,0,48
1808356105684408250B8FB,659923,10/24/12,6:29:26,AM,Past Due (61-90 days),,0.17982,0.1564,0.1464,0.1406,0.0374,0.1032,6,A,7,15,SD,Clerical,Full-time,97,FALSE,FALSE,,10/24/12 6:29,680,699,3/30/92 0:00,3,3,32,3,61,1,6,0,0,17,1,0,1386,0.42,1914,29,0.75,1,0.14,"$25,000-49,999",TRUE,2583.333333,37BC366481322753168957B,1,9,9,0,0,4500,4173.65,32,74,,17,76973,6000,10/26/12 0:00,Q4 2012,56B33375895253633903767,144.76,1866.88,918.45,948.43,-60.65,0,0,0,0,1,0,0,0,72
3A6B35451811811448C53A7,583297,4/26/12,8:01:37,PM,Past Due (1-15 days),,0.24702,0.222,0.212,0.207,0.065,0.142,4,C,4,1,KY,Executive,Employed,26,TRUE,FALSE,,4/26/12 20:01,660,679,12/13/97 0:00,14,9,32,3,606,2,7,0,0,0,0,0,21942,0.77,6364,28,1,1,0.37,"$100,000+",TRUE,8333.333333,709B3649968658712486DB1,2,19,19,0,0,7000,2571.17,-53,8,,22,64853,15000,5/2/12 0:00,Q2 2012,72EE34193838767247A5D2A,415.99,8735.79,3493.46,5242.33,-236.14,0,0,0,0,1,0,0,0,76
C9873582531734370159864,824360,6/30/13,2:55:32,PM,Past Due (91-120 days),,0.32393,0.2969,0.2869,0.2612,0.1375,0.1237,2,E,2,1,MD,Other,Employed,62,FALSE,FALSE,,6/30/13 14:55,640,659,3/2/07 0:00,9,9,12,7,179,0,3,0,0,0,0,0,5946,0.7,2454,10,0.9,0,0.28,"$25,000-49,999",TRUE,2500,E9413688861553257811301,1,13,13,0,0,4000,3586.22,-2,98,,7,98017,4000,8/2/13 0:00,Q3 2013,4A29354836520648972C3EC,128.65,385.95,27.79,358.16,-3.4,-43.74,0,0,0,1,0,0,0,3
6F3B3596471219184073C15,1041932,11/30/13,3:10:41,PM,FinalPaymentInProgress,,0.13189,0.1039,0.0939,0.09071,0.0299,0.06081,6,A,8,14,CA,Engineer - Chemical,Employed,214,TRUE,FALSE,,11/30/13 15:10,700,719,10/27/94 0:00,8,8,18,4,1066,1,7,0,0,0,0,0,57273,0.97,1794,18,1,1,0.24,"$100,000+",TRUE,13333.33333,15E0370105408025055A692,2,22,22,0,0,29500,10999.61,,0,,3,120467,10000,12/9/13 0:00,Q4 2013,1B883534586342796FD83A9,324.51,649.02,474.62,174.4,-16.78,0,0,0,0,1,0,0,0,169
765C35506750390403F30CE,599012,6/12/12,2:47:04,PM,Past Due (16-30 days),,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,E,1,20,PA,Food Service,Employed,66,TRUE,FALSE,,6/12/12 14:47,700,719,12/26/97 0:00,17,18,35,15,788,3,9,1,13837,3,0,0,22759,0.7,4783,35,0.97,0,0.45,"$25,000-49,999",TRUE,3333.333333,2DE336537094224004A12CD,1,12,11,1,0,5000,0,-108,18,,21,68073,4000,6/20/12 0:00,Q2 2012,30F035174747483836DD134,169.78,3225.82,1668.48,1557.34,-51.93,0,0,0,0,1,0,0,0,13
19FA3586040853015806565,854015,7/28/13,8:18:01,PM,Past Due (1-15 days),,0.25371,0.2159,0.2059,0.1903,0.0899,0.1004,4,C,2,1,CA,Professional,Employed,171,FALSE,FALSE,,7/28/13 20:17,680,699,11/1/83 0:00,12,5,43,2,49,2,10,0,0,49,0,0,510,0.17,2490,42,0.92,1,0.3,"$50,000-74,999",TRUE,6100,9DFE36900111768484792F9,1,11,11,0,0,4000,3110.1,50,5,,7,98086,15000,8/5/13 0:00,Q3 2013,8F983557183214326EB2B77,569.68,3394.2074,1850.3,1543.9074,-71.92,0,0,0,0,1,0,0,0,1
59A83523081668293C6C05A,523046,8/22/11,4:16:50,AM,Past Due (16-30 days),,0.29254,0.2574,0.2474,0.2413,0.105,0.1363,3,D,3,7,MO,Truck Driver,Employed,49,FALSE,FALSE,,10/10/11 1:00,660,679,10/1/76 0:00,0,0,4,0,0,1,5,0,0,0,0,0,0,0,0,4,0.75,0,0.12,"$25,000-49,999",TRUE,3333.333333,84B73633810768596FFB2A6,1,5,5,0,0,3800,0,-12,17,,29,54747,10000,10/21/11 0:00,Q4 2011,6EF23505995084351F1D9E5,401.52,10841.04,6732.9,4108.14,-159.6,0,0,0,0,1,0,0,0,146
FA1E3574990670535908E61,749941,4/10/13,11:38:26,PM,Past Due (31-60 days),,0.21025,0.1734,0.1634,0.1536,0.0624,0.0912,4,C,2,6,CA,Computer Programmer,Employed,26,TRUE,FALSE,,4/10/13 23:38,700,719,4/2/93 0:00,8,7,32,3,369,6,8,0,0,2,1,0,1590,0.17,7460,26,0.62,2,0.27,"$100,000+",TRUE,9166.666667,56AA367957651616761DE0E,1,6,6,0,0,15000,13049.05,-82,54,,11,87975,15000,4/15/13 0:00,Q2 2013,B27535515146119517F555B,537.33,4328.98,2227.76,2101.22,-114.62,-286.85,0,0,0,1,0,0,0,1
